id,gesture,dist,shading,y,cond,comicleft
1,1,1,2,-2,1,1
1,2,1,0,-2,1,1
1,2,2,1,-2,1,1
1,0,0,0,-2,1,1
1,1,0,1,-1,1,1
2,2,0,1,-1,1,1
2,2,1,1,-2,1,1
2,0,2,0,3,1,1
2,1,0,0,3,1,1
2,1,1,1,3,1,1
3,1,1,0,2,1,1
3,2,1,0,1,1,1
3,2,2,1,3,1,1
3,0,0,0,1,1,1
3,0,0,2,-1,1,1
4,1,0,1,2,1,1
4,2,2,0,3,1,1
4,0,2,0,-2,1,1
4,1,0,0,3,1,1
4,1,1,1,3,1,1
5,1,2,1,3,1,1
5,2,1,0,3,1,1
5,0,1,0,-2,1,1
5,0,1,1,-2,1,1
5,0,2,1,-2,1,1
6,0,2,2,-2,1,1
6,1,2,0,-2,1,1
6,0,2,2,1,1,1
6,1,0,1,2,1,1
6,2,0,0,-2,1,1
7,2,0,2,2,1,1
7,2,1,2,2,1,1
7,0,0,0,-3,1,1
7,1,1,0,-3,1,1
7,1,1,2,-3,1,1
8,1,2,1,-2,1,1
8,2,0,1,0,1,1
8,0,1,0,-1,1,1
8,0,1,1,0,1,1
8,1,0,0,-2,1,1
9,1,1,1,-1,1,1
9,2,0,0,-1,1,1
9,0,0,2,-2,1,1
9,1,0,2,-1,1,1
9,1,1,1,-1,1,1
10,2,2,2,-3,1,1
10,0,0,0,-1,1,1
10,1,2,1,-1,1,1
10,2,0,0,0,1,1
10,2,0,2,0,1,1
11,2,1,0,-1,1,1
11,0,1,2,-1,1,1
11,0,2,0,-1,1,1
11,1,0,0,-2,1,1
11,1,2,0,-2,1,1
12,2,0,0,2,1,1
12,0,1,1,2,1,1
12,1,0,2,-2,1,1
12,2,0,1,-1,1,1
12,2,2,0,2,1,1
13,0,2,2,0,1,1
13,1,1,2,2,1,1
13,1,2,1,0,1,1
13,2,1,0,0,1,1
13,2,2,1,0,1,1
14,0,0,2,1,1,1
14,0,2,1,1,1,1
14,1,1,0,1,1,1
14,2,0,2,1,1,1
14,2,2,1,1,1,1
15,0,1,0,-1,1,1
15,1,2,0,-1,1,1
15,2,0,0,0,1,1
15,2,1,1,0,1,1
15,0,1,0,1,1,1
16,0,1,1,0,1,1
16,2,0,0,0,1,1
16,2,0,1,0,1,1
16,2,1,2,-1,1,1
16,0,0,0,-2,1,1
17,0,1,1,-2,1,1
17,0,2,0,1,1,1
17,1,0,2,1,1,1
17,1,2,2,1,1,1
17,0,1,2,1,1,1
18,0,2,1,1,1,1
18,0,2,2,1,1,1
18,1,0,0,-1,1,1
18,0,1,0,0,1,1
18,1,0,1,0,1,1
19,2,1,0,0,1,1
19,2,2,0,0,1,1
19,0,0,2,-2,1,1
19,1,0,1,2,1,1
19,2,1,0,-2,1,1
20,2,1,2,-2,1,1
20,2,2,0,2,1,1
20,1,1,0,1,1,1
20,1,1,1,0,1,1
20,2,0,1,0,1,1
21,2,2,0,-1,1,1
21,2,2,1,1,1,1
21,1,0,1,2,1,1
21,1,0,2,1,1,1
21,1,1,0,2,1,1
22,1,2,1,2,1,1
22,2,2,2,3,1,1
22,0,2,0,0,1,1
22,1,1,0,-1,1,1
22,1,1,2,1,1,1
23,2,1,1,2,1,1
23,0,1,2,1,1,1
23,0,2,1,2,1,1
23,1,2,2,3,1,1
23,2,1,2,3,1,1
24,0,1,1,-2,1,1
24,0,1,2,-3,1,1
24,0,2,2,3,1,1
24,1,2,0,-3,1,1
24,1,2,1,3,1,1
25,0,0,1,1,1,1
25,0,1,2,2,1,1
25,1,1,2,1,1,1
25,2,1,2,1,1,1
25,1,1,2,1,1,1
26,1,2,2,2,1,1
26,2,1,0,2,1,1
26,2,1,1,1,1,1
26,2,2,0,1,1,1
26,0,0,0,1,1,1
27,1,0,0,1,1,1
27,2,0,2,2,1,1
27,2,1,1,1,1,1
27,2,1,2,1,1,1
27,1,0,0,1,1,1
28,1,2,2,1,1,1
28,2,1,2,1,1,1
28,2,2,1,2,1,1
28,0,1,1,2,1,1
28,1,0,1,1,1,1
29,1,1,2,1,1,1
29,2,0,0,-2,1,1
29,2,1,0,2,1,1
29,0,1,2,1,1,1
29,0,2,0,1,1,1
30,1,0,0,2,1,1
30,1,1,1,2,1,1
30,2,2,0,1,1,1
30,0,0,1,0,1,1
30,0,2,2,1,1,1
31,1,1,0,1,1,1
31,1,2,2,1,1,1
31,2,1,1,-1,1,1
31,1,1,1,-2,1,1
31,2,0,1,-2,1,1
32,2,1,0,-2,1,1
32,2,2,2,-2,1,1
32,0,0,1,1,1,1
32,1,0,1,1,1,1
32,1,0,2,1,1,1
33,1,1,1,-1,1,1
33,1,0,2,3,1,1
33,1,1,2,3,1,1
33,1,2,1,3,1,1
33,2,0,0,-3,1,1
34,1,1,1,2,1,0
34,1,1,2,2,1,0
34,2,2,1,2,1,0
34,2,2,2,2,1,0
34,0,1,2,3,1,0
35,1,0,2,2,1,0
35,2,1,2,2,1,0
35,2,2,1,2,1,0
35,0,0,1,1,1,0
35,0,1,0,0,1,0
36,1,1,1,1,1,0
36,2,0,0,1,1,0
36,2,0,1,0,1,0
36,0,0,2,1,1,0
36,1,0,1,1,1,0
37,1,1,1,0,1,0
37,2,0,1,0,1,0
37,0,2,1,-1,1,0
37,1,0,0,1,1,0
37,1,1,1,0,1,0
38,1,2,1,0,1,0
38,2,2,1,-1,1,0
38,0,0,2,-1,1,0
38,0,2,0,-1,1,0
38,2,1,0,2,1,0
39,2,2,0,-2,1,0
39,2,2,1,1,1,0
39,0,0,1,0,1,0
39,0,2,1,1,1,0
39,1,2,0,-1,1,0
40,1,2,2,-1,1,0
40,2,1,0,-1,1,0
40,0,1,1,1,1,0
40,0,2,1,1,1,0
40,1,1,1,1,1,0
41,0,1,1,-1,1,0
41,0,2,2,1,1,0
41,1,1,0,-2,1,0
41,1,2,0,-2,1,0
41,2,1,1,1,1,0
42,0,1,0,0,1,0
42,1,2,2,3,1,0
42,2,0,1,1,1,0
42,2,1,0,-1,1,0
42,2,2,2,1,1,0
43,0,2,2,3,1,0
43,1,2,1,1,1,0
43,2,0,0,-2,1,0
43,2,0,2,2,1,0
43,2,2,1,0,1,0
44,0,0,2,-3,1,0
44,0,2,0,3,1,0
44,1,1,0,-3,1,0
44,1,2,2,2,1,0
44,0,0,1,-1,1,0
45,0,2,1,0,1,0
45,1,0,2,0,1,0
45,1,1,0,0,1,0
45,2,2,1,1,1,0
45,0,0,0,3,1,0
46,1,1,0,-1,1,0
46,2,1,1,-2,1,0
46,2,1,2,1,1,0
46,0,0,0,2,1,0
46,0,2,1,1,1,0
47,0,2,2,1,1,0
47,1,2,0,2,1,0
47,2,0,2,2,1,0
47,0,0,0,0,1,0
47,1,0,2,0,1,0
48,2,0,0,0,1,0
48,2,0,2,0,1,0
48,2,2,0,0,1,0
48,0,0,2,1,1,0
48,0,1,2,1,1,0
49,1,0,1,2,1,0
49,2,1,0,2,1,0
49,0,1,0,-2,1,0
49,0,2,0,2,1,0
49,0,2,1,-1,1,0
50,1,0,0,0,1,0
50,1,1,1,0,1,0
50,1,2,2,2,1,0
50,2,0,2,3,1,0
50,2,1,2,2,1,0
51,0,1,1,0,1,0
51,1,1,2,2,1,0
51,2,0,1,2,1,0
51,2,0,2,0,1,0
51,2,2,2,1,1,0
52,1,1,0,-3,1,0
52,1,2,1,0,1,0
52,2,0,0,-1,1,0
52,2,1,0,0,1,0
52,2,1,2,3,1,0
53,0,2,1,-1,1,0
53,0,2,2,1,1,0
53,1,0,0,-2,1,0
53,2,2,2,1,1,0
53,0,1,1,-1,1,0
54,1,0,0,-1,1,0
54,1,1,1,-1,1,0
54,1,2,1,-1,1,0
54,1,2,2,0,1,0
54,0,1,1,2,1,0
55,0,1,2,0,1,0
55,1,2,1,1,1,0
55,2,1,1,0,1,0
55,0,0,1,-2,1,0
55,0,2,2,-2,1,0
56,2,1,1,-2,1,0
56,2,2,1,-2,1,0
56,0,2,1,-1,1,0
56,0,2,2,-1,1,0
56,1,0,2,-1,1,0
57,1,1,0,-1,1,0
57,1,2,1,-1,1,0
57,0,0,1,3,1,0
57,0,1,2,-1,1,0
57,1,0,0,3,1,0
58,1,1,0,-3,1,0
58,0,1,1,-1,1,0
58,0,2,1,-1,1,0
58,1,2,1,-1,1,0
58,2,0,1,1,1,0
59,1,0,1,-1,1,0
59,1,1,2,-1,1,0
59,1,2,0,0,1,0
59,2,0,0,1,1,0
59,2,1,2,-1,1,0
60,0,1,0,3,1,0
60,1,0,2,2,1,0
60,1,1,2,3,1,0
60,2,2,2,3,1,0
60,0,0,2,3,1,0
61,0,1,0,2,1,0
61,1,2,2,1,1,0
61,2,0,1,0,1,0
61,2,2,2,1,1,0
61,0,0,1,0,1,0
62,1,0,1,3,1,0
62,2,0,1,2,1,0
62,2,2,0,1,1,0
62,2,2,2,2,1,0
62,2,2,0,3,1,0
63,0,2,0,2,1,0
63,0,2,1,1,1,0
63,2,1,0,3,1,0
63,2,2,1,3,1,0
63,0,0,2,-1,0,0
64,0,1,1,-2,0,0
64,0,2,1,-2,0,0
64,1,1,2,-1,0,0
64,1,2,2,-1,0,0
64,0,0,0,-2,0,0
65,1,0,1,-1,0,0
65,1,2,0,-2,0,0
65,1,2,2,-3,0,0
65,0,1,0,2,0,0
65,0,1,1,3,0,0
66,1,1,2,1,0,0
66,2,1,2,3,0,0
66,0,2,2,-1,0,0
66,1,1,0,-1,0,0
66,1,1,1,0,0,0
67,1,2,0,-1,0,0
67,2,2,1,-1,0,0
67,0,0,1,2,0,0
67,1,0,1,3,0,0
67,1,2,2,2,0,0
68,2,0,0,1,0,0
68,2,2,0,2,0,0
68,0,1,2,2,0,0
68,0,2,1,-1,0,0
68,1,2,2,2,0,0
69,2,0,1,2,0,0
69,0,2,2,1,0,0
69,1,0,0,1,0,0
69,2,1,1,1,0,0
69,2,2,2,2,0,0
70,0,1,2,1,0,0
70,0,2,1,1,0,0
70,1,2,1,1,0,0
70,2,0,1,2,0,0
70,0,2,2,-1,0,0
71,1,1,1,-2,0,0
71,1,1,2,-1,0,0
71,2,0,1,-2,0,0
71,0,0,0,2,0,0
71,0,1,2,1,0,0
72,1,0,1,2,0,0
72,1,1,2,1,0,0
72,1,2,0,3,0,0
72,0,0,0,1,0,0
72,0,1,2,-1,0,0
73,1,2,2,2,0,0
73,2,0,1,2,0,0
73,2,0,2,1,0,0
73,0,0,0,1,0,0
73,1,2,1,2,0,0
74,1,2,2,-1,0,0
74,2,0,2,1,0,0
74,2,2,0,1,0,0
74,0,1,1,-1,0,0
74,0,1,2,0,0,0
75,1,2,1,0,0,0
75,2,0,0,-1,0,0
75,1,1,1,1,0,0
75,1,2,0,1,0,0
75,2,1,0,2,0,0
76,0,1,2,1,0,0
76,0,2,0,3,0,0
76,0,2,1,2,0,0
76,2,1,0,2,0,0
76,2,1,1,1,0,0
77,0,0,2,1,0,0
77,0,1,1,2,0,0
77,0,1,2,2,0,0
77,1,1,2,1,0,0
77,2,1,0,2,0,0
78,0,0,1,1,0,0
78,0,1,2,2,0,0
78,2,1,1,-1,0,0
78,2,1,2,-1,0,0
78,0,1,0,1,0,0
79,1,0,0,-2,0,0
79,1,0,2,-2,0,0
79,2,2,2,-3,0,0
79,1,1,0,1,0,0
79,1,2,0,-1,0,0
80,1,2,1,2,0,0
80,2,2,0,0,0,0
80,0,1,2,1,0,0
80,0,2,2,0,0,0
80,2,0,0,0,0,0
81,2,2,0,-1,0,0
81,0,1,0,2,0,0
81,0,1,1,0,0,0
81,1,0,1,1,0,0
81,1,2,2,0,0,0
82,2,0,1,1,0,0
82,0,2,0,3,0,0
82,1,1,1,3,0,0
82,1,2,0,3,0,0
82,2,0,2,3,0,0
83,2,1,0,3,0,0
83,0,2,1,0,0,0
83,1,0,1,2,0,0
83,1,1,0,1,0,0
83,1,1,1,0,0,0
84,0,0,1,1,0,0
84,0,0,2,0,0,0
84,1,0,1,1,0,0
84,2,0,1,1,0,0
84,2,0,2,0,0,0
85,0,0,1,-1,0,0
85,0,0,2,-1,0,0
85,0,1,1,1,0,0
85,2,1,0,-1,0,0
85,2,2,2,-1,0,0
86,0,0,2,1,0,0
86,0,1,2,1,0,0
86,1,0,0,1,0,0
86,2,1,0,2,0,0
86,1,1,1,3,0,0
87,1,2,1,3,0,0
87,2,0,1,3,0,0
87,2,1,1,3,0,0
87,2,2,0,3,0,0
87,0,1,2,0,0,0
88,0,2,1,1,0,0
88,1,1,2,0,0,0
88,2,0,0,0,0,0
88,0,0,1,2,0,0
88,0,2,1,3,0,0
89,1,2,2,3,0,0
89,2,1,1,2,0,0
89,2,2,2,2,0,0
89,2,0,0,-2,0,0
89,2,0,1,0,0,0
90,2,1,0,1,0,0
90,2,2,0,0,0,0
90,0,1,1,-1,0,0
90,2,1,2,-2,0,0
90,2,2,1,0,0,0
91,0,0,0,1,0,0
91,0,0,1,2,0,0
91,0,2,2,2,0,0
91,1,1,0,1,0,0
91,2,1,1,2,0,0
92,0,0,0,0,0,0
92,2,0,0,-2,0,0
92,2,0,2,0,0,0
92,2,2,0,1,0,0
92,1,0,0,-1,0,0
93,1,0,1,-1,0,0
93,1,2,1,-1,0,0
93,2,1,2,-1,0,0
93,2,2,1,-2,0,0
93,0,1,0,-2,0,1
94,1,2,2,-1,0,1
94,2,1,1,3,0,1
94,2,1,2,1,0,1
94,0,0,1,3,0,1
94,0,1,1,3,0,1
95,1,0,1,3,0,1
95,1,0,2,3,0,1
95,0,2,2,2,0,1
95,1,0,2,2,0,1
95,2,1,2,-2,0,1
96,2,2,2,2,0,1
96,0,1,0,0,0,1
96,1,0,2,2,0,1
96,1,1,1,1,0,1
96,1,2,0,0,0,1
97,2,0,2,0,0,1
97,0,0,2,-2,0,1
97,0,1,0,2,0,1
97,0,1,1,-2,0,1
97,0,2,1,-1,0,1
98,2,2,0,-1,0,1
98,0,0,2,0,0,1
98,1,1,0,-2,0,1
98,2,1,0,-2,0,1
98,2,1,1,-3,0,1
99,0,1,2,-2,0,1
99,0,2,1,-2,0,1
99,1,0,0,2,0,1
99,1,0,1,-1,0,1
99,2,0,1,0,0,1
100,0,0,2,-2,0,1
100,1,0,0,0,0,1
100,1,1,2,0,0,1
100,1,2,0,-2,0,1
100,2,1,0,-2,0,1
101,1,2,0,-2,0,1
101,2,0,0,1,0,1
101,2,2,0,-1,0,1
101,2,2,2,1,0,1
101,0,2,0,-1,0,1
102,1,1,0,-1,0,1
102,1,1,1,-1,0,1
102,1,1,2,-2,0,1
102,2,2,0,-3,0,1
102,0,1,2,3,0,1
103,1,1,1,3,0,1
103,1,2,0,3,0,1
103,2,1,0,3,0,1
103,2,1,1,3,0,1
103,0,0,0,-2,0,1
104,0,1,0,-2,0,1
104,0,1,2,-2,0,1
104,1,1,1,0,0,1
104,2,0,2,2,0,1
104,0,1,1,1,0,1
105,1,0,0,-2,0,1
105,1,1,2,-1,0,1
105,2,0,1,-2,0,1
105,2,1,1,-2,0,1
105,0,0,1,-1,0,1
106,1,0,0,-1,0,1
106,2,1,1,-1,0,1
106,2,2,2,-1,0,1
106,0,0,1,-2,0,1
106,0,1,1,-2,0,1
107,1,0,1,0,0,1
107,1,2,1,0,0,1
107,2,0,1,-3,0,1
107,0,2,0,-1,0,1
107,1,2,1,-1,0,1
108,2,0,1,1,0,1
108,2,1,2,0,0,1
108,0,1,1,-2,0,1
108,1,0,2,0,0,1
108,1,1,0,-2,0,1
109,1,2,0,-1,0,1
109,2,1,1,-1,0,1
109,0,0,0,0,0,1
109,0,0,1,-2,0,1
109,0,0,2,0,0,1
110,0,2,1,0,0,1
110,2,0,0,-1,0,1
110,0,2,0,2,0,1
110,1,0,1,2,0,1
110,1,2,1,2,0,1
111,2,2,0,3,0,1
111,0,2,0,2,0,1
111,0,2,1,2,0,1
111,0,2,2,2,0,1
111,1,1,2,2,0,1
112,2,2,2,2,0,1
112,0,1,1,2,0,1
112,0,1,2,2,0,1
112,1,1,0,2,0,1
112,2,0,1,2,0,1
113,0,1,0,2,0,1
113,0,2,1,2,0,1
113,1,2,1,2,0,1
113,2,0,1,2,0,1
113,2,2,2,2,0,1
114,1,0,0,1,0,1
114,1,1,1,1,0,1
114,2,0,0,-1,0,1
114,2,0,1,1,0,1
114,2,0,2,0,0,1
115,0,0,0,2,0,1
115,1,1,0,2,0,1
115,1,2,0,2,0,1
115,1,2,2,2,0,1
115,2,0,2,3,0,1
116,0,1,1,-2,0,1
116,0,2,1,-2,0,1
116,1,2,2,1,0,1
116,2,0,1,1,0,1
116,2,0,2,1,0,1
117,0,1,1,2,0,1
117,1,0,1,3,0,1
117,2,0,0,-2,0,1
117,2,1,1,2,0,1
117,2,2,1,2,0,1
118,0,1,0,-2,0,1
118,1,0,2,1,0,1
118,1,1,0,-1,0,1
118,1,1,1,2,0,1
118,1,2,0,3,0,1
119,0,2,0,1,0,1
119,1,0,0,1,0,1
119,1,0,2,1,0,1
119,2,0,0,-1,0,1
119,0,2,1,2,0,1
120,1,0,2,2,0,1
120,1,1,1,2,0,1
120,2,1,0,2,0,1
120,2,2,0,2,0,1
120,0,0,2,1,0,1
121,0,1,2,2,0,1
121,0,2,1,1,0,1
121,1,0,0,1,0,1
121,2,2,0,1,0,1
121,0,0,2,1,0,1
122,0,1,2,1,0,1
122,1,0,1,1,0,1
122,2,2,1,1,0,1
122,0,0,0,-2,0,1
122,0,1,0,-2,0,1
123,1,0,1,-2,0,1
123,1,2,2,-1,0,1
123,2,0,0,2,0,1
123,0,0,2,0,0,1
123,0,2,0,-2,0,1
124,1,0,1,2,0,1
124,2,1,0,3,0,1
124,2,2,1,3,0,1
124,0,2,1,-3,0,1
124,1,1,0,-1,0,1
125,1,2,1,-1,0,1
125,0,1,1,-3,0,1
125,0,2,0,-2,0,1
125,0,1,2,0,0,1
125,1,0,0,1,0,1
126,1,0,1,3,0,1
126,2,1,1,0,0,1
126,0,2,1,-2,0,1
126,0,2,0,2,0,1
126,1,0,2,-1,0,1
127,1,2,0,-2,0,1
127,2,2,2,1,0,1
127,1,0,0,1,0,1
127,2,2,2,2,0,1
127,0,1,2,-3,0,1
128,1,0,2,0,0,1
128,1,1,1,2,0,1
128,1,2,1,3,0,1
128,0,0,1,1,0,1
128,1,0,1,2,0,1
129,1,1,1,2,0,1
129,2,1,2,2,0,1
129,2,2,0,-1,0,1
129,2,1,1,-2,0,1
129,0,1,0,-2,0,1
130,1,0,2,0,0,1
130,1,1,1,3,0,1
130,1,0,2,-3,0,1
130,0,1,1,1,0,1
130,1,0,1,2,0,1
131,0,1,0,-2,0,1
131,2,1,1,3,0,1
131,2,1,0,3,0,1
131,0,2,2,1,0,1
131,1,2,1,3,0,1